id,umisid,degree_id,intake_id,myear,mmonth,amount,remarks,fee_type,msemester,module_code,txn_datetime,initial_mail,posting_date,inactive_mail_sem2,inactive_mail_sem1,third_reminder_sem2,third_reminder_sem1,first_reminder_sem2,first_reminder_sem1,second_reminder_sem2,second_reminder_sem1
321,22015263,1,12,1,NULL,400000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
322,22015288,1,12,1,NULL,400000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
323,22015299,1,12,1,NULL,400000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
324,22015328,1,12,1,NULL,400000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
325,22015348,1,12,1,NULL,400000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
326,22016099,1,12,1,NULL,400000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
327,22016188,1,12,1,NULL,400000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
328,22016261,1,12,1,NULL,400000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
329,22016441,1,12,1,NULL,400000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
330,22003095,5,12,1,NULL,400000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
331,22003148,5,12,1,NULL,400000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
332,22003181,5,12,1,NULL,400000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
333,22003361,5,12,1,NULL,400000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
334,22003721,5,12,1,NULL,400000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
335,22004137,5,12,1,NULL,400000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
336,22004141,5,12,1,NULL,400000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
337,22004156,5,12,1,NULL,400000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
338,22004381,5,12,1,NULL,400000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
339,22004756,5,12,1,NULL,400000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
340,22004856,5,12,1,NULL,400000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
341,22005135,5,12,1,NULL,400000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
342,22005495,5,12,1,NULL,400000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
343,22005579,5,12,1,NULL,400000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
344,22006079,5,12,1,NULL,400000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
345,22006139,5,12,1,NULL,400000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
346,22006328,5,12,1,NULL,400000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
347,22006528,5,12,1,NULL,400000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
348,22006635,5,12,1,NULL,400000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
349,22006661,5,12,1,NULL,400000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
350,22006748,5,12,1,NULL,400000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
351,22006768,5,12,1,NULL,400000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
352,22007835,5,12,1,NULL,400000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
353,22007917,5,12,1,NULL,400000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
354,22008002,5,12,1,NULL,400000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
355,22008015,5,12,1,NULL,400000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
356,22008263,5,12,1,NULL,400000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
357,22008299,5,12,1,NULL,400000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
358,22009275,5,12,1,NULL,400000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
359,22009288,5,12,1,NULL,400000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
360,22009301,5,12,1,NULL,400000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
361,22009481,5,12,1,NULL,400000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
362,22009499,5,12,1,NULL,400000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
363,22010168,5,12,1,NULL,400000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
364,22010248,5,12,1,NULL,400000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
365,22010321,5,12,1,NULL,400000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
366,22010339,5,12,1,NULL,400000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
367,22010519,5,12,1,NULL,400000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
368,22010783,5,12,1,NULL,400000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
369,22010819,5,12,1,NULL,400000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
370,22011028,5,12,1,NULL,400000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
371,22011548,5,12,1,NULL,400000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
372,22011902,5,12,1,NULL,400000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
373,22011968,5,12,1,NULL,400000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
374,22012241,5,12,1,NULL,400000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
375,22012402,5,12,1,NULL,400000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
376,22012448,5,12,1,NULL,400000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
377,22012479,5,12,1,NULL,400000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
378,22012781,5,12,1,NULL,400000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
379,22013002,5,12,1,NULL,400000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
380,22013097,5,12,1,NULL,400000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
381,22013348,5,12,1,NULL,400000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
382,22013517,5,12,1,NULL,400000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
383,22013621,5,12,1,NULL,400000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
384,22014268,5,12,1,NULL,400000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
385,22014555,5,12,1,NULL,400000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
386,22015228,5,12,1,NULL,400000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
387,22003499,7,12,1,NULL,450000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
388,22003502,7,12,1,NULL,450000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
389,22003935,7,12,1,NULL,450000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
390,10026843,7,12,1,NULL,450000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
391,22004302,7,12,1,NULL,450000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
392,22004483,7,12,1,NULL,450000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
393,22004595,7,12,1,NULL,450000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
394,22006299,7,12,1,NULL,450000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
395,22006439,7,12,1,NULL,450000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
396,22007199,7,12,1,NULL,450000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
397,22007302,7,12,1,NULL,450000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
398,22008219,7,12,1,NULL,450000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
399,22008221,7,12,1,NULL,450000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
400,22008821,7,12,1,NULL,450000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
401,22009088,7,12,1,NULL,450000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
402,22009635,7,12,1,NULL,450000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
403,22010595,7,12,1,NULL,450000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
404,22010715,7,12,1,NULL,450000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
405,22011156,7,12,1,NULL,450000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
406,22011417,7,12,1,NULL,450000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
407,22011615,7,12,1,NULL,450000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
408,22013319,7,12,1,NULL,450000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
409,22013439,7,12,1,NULL,450000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
410,10024644,7,12,1,NULL,450000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
411,22014761,7,12,1,NULL,450000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
412,10021375,7,12,1,NULL,450000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
413,10022623,7,12,1,NULL,450000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
414,22003199,8,12,1,NULL,450000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
415,22008568,8,12,1,NULL,450000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
416,10024799,8,12,1,NULL,450000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
417,10024620,8,12,1,NULL,450000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
418,10024437,8,12,1,NULL,450000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
419,22004741,9,12,1,NULL,550000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
420,22005581,9,12,1,NULL,550000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
421,22005668,9,12,1,NULL,550000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
422,22005939,9,12,1,NULL,550000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
423,22006163,9,12,1,NULL,550000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
424,22006755,9,12,1,NULL,550000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
425,22006995,9,12,1,NULL,550000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
426,22007668,9,12,1,NULL,550000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
427,22008521,9,12,1,NULL,550000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
428,22010017,9,12,1,NULL,550000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
429,22011135,9,12,1,NULL,550000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
430,22011202,9,12,1,NULL,550000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
431,22012239,9,12,1,NULL,550000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
432,22012656,9,12,1,NULL,550000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
433,22013102,9,12,1,NULL,550000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
434,10006463,9,12,1,NULL,550000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
435,22013655,9,12,1,NULL,550000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
436,10024731,9,12,1,NULL,550000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
437,21013895,9,12,1,NULL,550000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
438,10025828,9,12,1,NULL,550000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
439,10025472,9,12,1,NULL,550000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
440,10026000,9,12,1,NULL,550000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
441,10024148,9,12,1,NULL,550000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
442,10023866,9,12,1,NULL,550000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
443,10025419,9,12,1,NULL,550000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
444,22016243,9,12,1,NULL,550000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
445,10025463,9,12,1,NULL,550000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
446,22002855,10,12,1,NULL,600000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
447,22002915,10,12,1,NULL,600000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
448,22003061,10,12,1,NULL,600000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
449,22003479,10,12,1,NULL,600000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
450,22003481,10,12,1,NULL,600000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
451,22003539,10,12,1,NULL,600000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
452,22003599,10,12,1,NULL,600000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
453,22003601,10,12,1,NULL,600000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
454,22003768,10,12,1,NULL,600000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
455,22004048,10,12,1,NULL,600000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
456,22004528,10,12,1,NULL,600000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
457,22004602,10,12,1,NULL,600000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
458,22004621,10,12,1,NULL,600000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
459,22004799,10,12,1,NULL,600000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
460,22004879,10,12,1,NULL,600000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
461,22004939,10,12,1,NULL,600000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
462,22005002,10,12,1,NULL,600000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
463,22005117,10,12,1,NULL,600000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
464,22005299,10,12,1,NULL,600000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
465,22005656,10,12,1,NULL,600000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
466,22005788,10,12,1,NULL,600000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
467,22005941,10,12,1,NULL,600000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
468,23005999,10,12,1,NULL,600000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
469,22006095,10,12,1,NULL,600000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
470,22006119,10,12,1,NULL,600000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
471,22006148,10,12,1,NULL,600000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
472,22006237,10,12,1,NULL,600000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
473,22006335,10,12,1,NULL,600000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
474,22006599,10,12,1,NULL,600000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
475,22006619,10,12,1,NULL,600000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
476,22006779,10,12,1,NULL,600000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
477,22006802,10,12,1,NULL,600000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
478,22007077,10,12,1,NULL,600000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
479,22007139,10,12,1,NULL,600000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
480,22007248,10,12,1,NULL,600000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
481,22007256,10,12,1,NULL,600000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
482,22007339,10,12,1,NULL,600000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
483,20007423,10,12,1,NULL,600000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
484,22007497,10,12,1,NULL,600000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
485,22007637,10,12,1,NULL,600000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
486,22007728,10,12,1,NULL,600000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
487,22007856,10,12,1,NULL,600000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
488,22008041,10,12,1,NULL,600000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
489,22008099,10,12,1,NULL,600000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
490,22008188,10,12,1,NULL,600000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
491,22008341,10,12,1,NULL,600000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
492,22008488,10,12,1,NULL,600000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
493,22008735,10,12,1,NULL,600000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
494,22008756,10,12,1,NULL,600000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
495,22008779,10,12,1,NULL,600000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
496,22008855,10,12,1,NULL,600000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
497,22008868,10,12,1,NULL,600000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
