id,umisid,user_id,intake_id,degree_id,myear,credit,attempt,semester,grade_point,module_code,final_grade,final_marks,txn_datetime
8826,10020587,63,9,5,4,4,<blank>,NULL,3.70,MGT 4401,A-,67,2021-01-20 00:00:00
8827,10020587,63,9,5,4,6,<blank>,NULL,3.70,MGT 4602,A-,65,2021-01-20 00:00:00
8828,10020600,63,9,5,1,3,<blank>,NULL,2.30,MGT 1301,C+,52,2021-01-20 00:00:00
8829,10020600,63,9,5,1,3,<blank>,NULL,2.30,MGT 1302,C+,48,2021-01-20 00:00:00
8830,10020600,63,9,5,1,3,<blank>,NULL,4.00,MGT 1303,A,80,2021-01-20 00:00:00
8831,10020600,63,9,5,1,3,<blank>,NULL,3.30,MGT 1304,B+,64,2021-01-20 00:00:00
8832,10020600,63,9,5,1,3,<blank>,NULL,4.00,MGT 1305,A,75,2021-01-20 00:00:00
8833,10020600,63,9,5,1,3,<blank>,NULL,4.00,MGT 1306,A,75,2021-01-20 00:00:00
8834,10020600,63,9,5,1,3,<blank>,NULL,3.00,MGT 1307,B,55,2021-01-20 00:00:00
8835,10020600,63,9,5,1,3,<blank>,NULL,2.30,MGT 1308,C+,52,2021-01-20 00:00:00
8836,10020600,63,9,5,1,3,<blank>,NULL,3.70,MGT 1309,A-,68,2021-01-20 00:00:00
8837,10020600,63,9,5,1,3,<blank>,NULL,4.00,MGT 1310,A,70,2021-01-20 00:00:00
8838,10020600,63,9,5,2,3,<blank>,NULL,4.00,ACT 2301,A,73,2021-01-20 00:00:00
8839,10020600,63,9,5,2,3,<blank>,NULL,4.00,ACT 2302,A,70,2021-01-20 00:00:00
8840,10020600,63,9,5,2,3,<blank>,NULL,3.70,MGT 2301,A-,69,2021-01-20 00:00:00
8841,10020600,63,9,5,2,3,<blank>,NULL,2.30,MGT 2302,C+,52,2021-01-20 00:00:00
8842,10020600,63,9,5,2,3,<blank>,NULL,3.70,MGT 2303,A-,66,2021-01-20 00:00:00
8843,10020600,63,9,5,2,3,<blank>,NULL,2.30,MGT 2305,C+,53,2021-01-20 00:00:00
8844,10020600,63,9,5,2,3,<blank>,NULL,2.30,MGT 2306,C+,51,2021-01-20 00:00:00
8845,10020600,63,9,5,2,3,<blank>,NULL,3.30,MGT 2307,B+,63,2021-01-20 00:00:00
8846,10020600,63,9,5,2,3,<blank>,NULL,3.70,MGT 2308,A-,68,2021-01-20 00:00:00
8847,10020600,63,9,5,2,3,<blank>,NULL,3.00,MGT 2309,B,56,2021-01-20 00:00:00
8848,10020600,63,9,5,3,3,<blank>,NULL,3.00,ACT 3301,B,59,2021-01-20 00:00:00
8849,10020600,63,9,5,3,3,R,NULL,2.00,ACT 3302,C,57,2021-01-20 00:00:00
8850,10020600,63,9,5,3,3,<blank>,NULL,3.00,ACT 3303,B,56,2021-01-20 00:00:00
8851,10020600,63,9,5,3,3,<blank>,NULL,3.70,ACT 3304,A-,66,2021-01-20 00:00:00
8852,10020600,63,9,5,3,3,<blank>,NULL,3.70,ACT 3305,A-,65,2021-01-20 00:00:00
8853,10020600,63,9,5,3,3,<blank>,NULL,2.30,ACT 3306,C+,54,2021-01-20 00:00:00
8854,10020600,63,9,5,3,3,<blank>,NULL,2.30,MGT 3301,C+,51,2021-01-20 00:00:00
8855,10020600,63,9,5,3,3,<blank>,NULL,4.00,MGT 3302,A,74,2021-01-20 00:00:00
8856,10020600,63,9,5,3,3,R,NULL,2.00,MGT 3304,C,65,2021-01-20 00:00:00
8857,10020600,63,9,5,3,3,<blank>,NULL,4.00,MGT 3305,A,77,2021-01-20 00:00:00
8858,10020600,63,9,5,4,3,<blank>,NULL,3.30,ACT 4303,B+,63,2021-01-20 00:00:00
8859,10020600,63,9,5,4,3,<blank>,NULL,3.00,ACT 4304,B,55,2021-01-20 00:00:00
8860,10020600,63,9,5,4,3,<blank>,NULL,4.00,ACT 4305,A,70,2021-01-20 00:00:00
8861,10020600,63,9,5,4,3,<blank>,NULL,3.00,ACT 4306,B,55,2021-01-20 00:00:00
8862,10020600,63,9,5,4,4,<blank>,NULL,2.30,ACT 4401,C+,54,2021-01-20 00:00:00
8863,10020600,63,9,5,4,4,<blank>,NULL,2.30,ACT 4402,C+,54,2021-01-20 00:00:00
8864,10020600,63,9,5,4,4,<blank>,NULL,3.00,MGT 4401,B,58,2021-01-20 00:00:00
8865,10020600,63,9,5,4,6,<blank>,NULL,2.30,MGT 4602,C+,54,2021-01-20 00:00:00
8866,10020602,63,9,5,1,3,<blank>,NULL,3.30,MGT 1301,B+,62,2021-01-20 00:00:00
8867,10020602,63,9,5,1,3,R,NULL,2.00,MGT 1302,C,41,2021-01-20 00:00:00
8868,10020602,63,9,5,1,3,<blank>,NULL,4.00,MGT 1303,A,70,2021-01-20 00:00:00
8869,10020602,63,9,5,1,3,<blank>,NULL,3.00,MGT 1304,B,58,2021-01-20 00:00:00
8870,10020602,63,9,5,1,3,<blank>,NULL,3.70,MGT 1305,A-,67,2021-01-20 00:00:00
8871,10020602,63,9,5,1,3,<blank>,NULL,3.30,MGT 1306,B+,64,2021-01-20 00:00:00
8872,10020602,63,9,5,1,3,<blank>,NULL,3.30,MGT 1307,B+,62,2021-01-20 00:00:00
8873,10020602,63,9,5,1,3,<blank>,NULL,3.00,MGT 1308,B,57,2021-01-20 00:00:00
8874,10020602,63,9,5,1,3,<blank>,NULL,4.00,MGT 1309,A+,87,2021-01-20 00:00:00
8875,10020602,63,9,5,1,3,<blank>,NULL,3.00,MGT 1310,B,59,2021-01-20 00:00:00
8876,10020602,63,9,5,2,3,<blank>,NULL,4.00,ACT 2301,A,76,2021-01-20 00:00:00
8877,10020602,63,9,5,2,3,<blank>,NULL,3.70,ACT 2302,A-,67,2021-01-20 00:00:00
8878,10020602,63,9,5,2,3,<blank>,NULL,3.70,MGT 2301,A-,66,2021-01-20 00:00:00
8879,10020602,63,9,5,2,3,<blank>,NULL,3.00,MGT 2302,B,56,2021-01-20 00:00:00
8880,10020602,63,9,5,2,3,<blank>,NULL,3.30,MGT 2303,B+,64,2021-01-20 00:00:00
8881,10020602,63,9,5,2,3,<blank>,NULL,3.70,MGT 2305,A-,68,2021-01-20 00:00:00
8882,10020602,63,9,5,2,3,<blank>,NULL,2.30,MGT 2306,C+,54,2021-01-20 00:00:00
8883,10020602,63,9,5,2,3,<blank>,NULL,3.00,MGT 2307,B,56,2021-01-20 00:00:00
8884,10020602,63,9,5,2,3,<blank>,NULL,4.00,MGT 2308,A,73,2021-01-20 00:00:00
8885,10020602,63,9,5,2,3,<blank>,NULL,3.70,MGT 2309,A-,65,2021-01-20 00:00:00
8886,10020602,63,9,5,3,3,<blank>,NULL,3.70,ACT 3301,A-,67,2021-01-20 00:00:00
8887,10020602,63,9,5,3,3,<blank>,NULL,2.00,ACT 3302,C,42,2021-01-20 00:00:00
8888,10020602,63,9,5,3,3,<blank>,NULL,2.30,ACT 3303,C+,51,2021-01-20 00:00:00
8889,10020602,63,9,5,3,3,<blank>,NULL,4.00,ACT 3304,A,77,2021-01-20 00:00:00
8890,10020602,63,9,5,3,3,<blank>,NULL,3.70,ACT 3305,A-,68,2021-01-20 00:00:00
8891,10020602,63,9,5,3,3,<blank>,NULL,3.70,ACT 3306,A-,69,2021-01-20 00:00:00
8892,10020602,63,9,5,3,3,<blank>,NULL,3.30,MGT 3301,B+,63,2021-01-20 00:00:00
8893,10020602,63,9,5,3,3,<blank>,NULL,4.00,MGT 3302,A+,90,2021-01-20 00:00:00
8894,10020602,63,9,5,3,3,<blank>,NULL,3.70,MGT 3304,A-,69,2021-01-20 00:00:00
8895,10020602,63,9,5,3,3,<blank>,NULL,4.00,MGT 3305,A,75,2021-01-20 00:00:00
8896,10020602,63,9,5,4,3,<blank>,NULL,4.00,ACT 4303,A,73,2021-01-20 00:00:00
8897,10020602,63,9,5,4,3,<blank>,NULL,3.30,ACT 4304,B+,64,2021-01-20 00:00:00
8898,10020602,63,9,5,4,3,<blank>,NULL,3.70,ACT 4305,A-,65,2021-01-20 00:00:00
8899,10020602,63,9,5,4,3,<blank>,NULL,3.30,ACT 4306,B+,61,2021-01-20 00:00:00
8900,10020602,63,9,5,4,4,<blank>,NULL,3.30,ACT 4401,B+,64,2021-01-20 00:00:00
8901,10020602,63,9,5,4,4,<blank>,NULL,3.70,ACT 4402,A-,68,2021-01-20 00:00:00
8902,10020602,63,9,5,4,4,<blank>,NULL,3.30,MGT 4401,B+,61,2021-01-20 00:00:00
8903,10020602,63,9,5,4,6,<blank>,NULL,3.30,MGT 4602,B+,63,2021-01-20 00:00:00
8904,10020640,63,9,5,1,3,<blank>,NULL,4.00,MGT 1301,A,74,2021-01-20 00:00:00
8905,10020640,63,9,5,1,3,<blank>,NULL,4.00,MGT 1302,A,74,2021-01-20 00:00:00
8906,10020640,63,9,5,1,3,<blank>,NULL,4.00,MGT 1303,A+,88,2021-01-20 00:00:00
8907,10020640,63,9,5,1,3,<blank>,NULL,4.00,MGT 1304,A+,94,2021-01-20 00:00:00
8908,10020640,63,9,5,1,3,<blank>,NULL,4.00,MGT 1305,A,72,2021-01-20 00:00:00
8909,10020640,63,9,5,1,3,<blank>,NULL,4.00,MGT 1306,A,79,2021-01-20 00:00:00
8910,10020640,63,9,5,1,3,<blank>,NULL,4.00,MGT 1307,A,71,2021-01-20 00:00:00
8911,10020640,63,9,5,1,3,<blank>,NULL,4.00,MGT 1308,A,80,2021-01-20 00:00:00
8912,10020640,63,9,5,1,3,<blank>,NULL,4.00,MGT 1309,A+,91,2021-01-20 00:00:00
8913,10020640,63,9,5,1,3,<blank>,NULL,4.00,MGT 1310,A,84,2021-01-20 00:00:00
8914,10020640,63,9,5,2,3,<blank>,NULL,4.00,ACT 2301,A,75,2021-01-20 00:00:00
8915,10020640,63,9,5,2,3,<blank>,NULL,3.70,ACT 2302,A-,66,2021-01-20 00:00:00
8916,10020640,63,9,5,2,3,<blank>,NULL,4.00,MGT 2301,A,81,2021-01-20 00:00:00
8917,10020640,63,9,5,2,3,<blank>,NULL,4.00,MGT 2302,A,80,2021-01-20 00:00:00
8918,10020640,63,9,5,2,3,<blank>,NULL,4.00,MGT 2303,A+,85,2021-01-20 00:00:00
8919,10020640,63,9,5,2,3,<blank>,NULL,4.00,MGT 2305,A,78,2021-01-20 00:00:00
8920,10020640,63,9,5,2,3,<blank>,NULL,4.00,MGT 2306,A,82,2021-01-20 00:00:00
8921,10020640,63,9,5,2,3,<blank>,NULL,4.00,MGT 2307,A,70,2021-01-20 00:00:00
8922,10020640,63,9,5,2,3,<blank>,NULL,4.00,MGT 2308,A,75,2021-01-20 00:00:00
8923,10020640,63,9,5,2,3,<blank>,NULL,3.70,MGT 2309,A-,69,2021-01-20 00:00:00
8924,10020640,63,9,5,3,3,<blank>,NULL,4.00,ACT 3301,A,72,2021-01-20 00:00:00
8925,10020640,63,9,5,3,3,<blank>,NULL,3.30,ACT 3302,B+,64,2021-01-20 00:00:00
8926,10020640,63,9,5,3,3,<blank>,NULL,4.00,ACT 3303,A,72,2021-01-20 00:00:00
8927,10020640,63,9,5,3,3,<blank>,NULL,3.70,ACT 3304,A-,65,2021-01-20 00:00:00
8928,10020640,63,9,5,3,3,<blank>,NULL,4.00,ACT 3305,A+,86,2021-01-20 00:00:00
8929,10020640,63,9,5,3,3,<blank>,NULL,4.00,ACT 3306,A,74,2021-01-20 00:00:00
8930,10020640,63,9,5,3,3,<blank>,NULL,3.70,MGT 3301,A-,69,2021-01-20 00:00:00
8931,10020640,63,9,5,3,3,<blank>,NULL,4.00,MGT 3302,A+,91,2021-01-20 00:00:00
8932,10020640,63,9,5,3,3,<blank>,NULL,3.30,MGT 3304,B+,63,2021-01-20 00:00:00
8933,10020640,63,9,5,3,3,<blank>,NULL,4.00,MGT 3305,A,77,2021-01-20 00:00:00
8934,10020640,63,9,5,4,3,<blank>,NULL,4.00,ACT 4303,A,74,2021-01-20 00:00:00
8935,10020640,63,9,5,4,3,<blank>,NULL,4.00,ACT 4304,A,77,2021-01-20 00:00:00
8936,10020640,63,9,5,4,3,<blank>,NULL,4.00,ACT 4305,A,71,2021-01-20 00:00:00
8937,10020640,63,9,5,4,3,<blank>,NULL,4.00,ACT 4306,A,72,2021-01-20 00:00:00
8938,10020640,63,9,5,4,4,<blank>,NULL,4.00,ACT 4401,A,79,2021-01-20 00:00:00
8939,10020640,63,9,5,4,4,<blank>,NULL,4.00,ACT 4402,A,73,2021-01-20 00:00:00
8940,10020640,63,9,5,4,4,<blank>,NULL,3.70,MGT 4401,A-,68,2021-01-20 00:00:00
8941,10020640,63,9,5,4,6,<blank>,NULL,3.00,MGT 4602,B,59,2021-01-20 00:00:00
8942,10020665,63,9,5,1,3,<blank>,NULL,3.00,MGT 1301,B,58,2021-01-20 00:00:00
8943,10020665,63,9,5,1,3,<blank>,NULL,2.30,MGT 1302,C+,45,2021-01-20 00:00:00
8944,10020665,63,9,5,1,3,<blank>,NULL,4.00,MGT 1303,A,71,2021-01-20 00:00:00
8945,10020665,63,9,5,1,3,<blank>,NULL,4.00,MGT 1304,A,71,2021-01-20 00:00:00
8946,10020665,63,9,5,1,3,<blank>,NULL,3.30,MGT 1305,B+,63,2021-01-20 00:00:00
8947,10020665,63,9,5,1,3,<blank>,NULL,3.30,MGT 1306,B+,64,2021-01-20 00:00:00
8948,10020665,63,9,5,1,3,<blank>,NULL,2.30,MGT 1307,C+,49,2021-01-20 00:00:00
8949,10020665,63,9,5,1,3,<blank>,NULL,3.00,MGT 1308,B,58,2021-01-20 00:00:00
8950,10020665,63,9,5,1,3,<blank>,NULL,3.70,MGT 1309,A-,67,2021-01-20 00:00:00
8951,10020665,63,9,5,1,3,<blank>,NULL,2.30,MGT 1310,C+,51,2021-01-20 00:00:00
8952,10020665,63,9,5,2,3,<blank>,NULL,4.00,ACT 2301,A,74,2021-01-20 00:00:00
8953,10020665,63,9,5,2,3,<blank>,NULL,3.00,ACT 2302,B,56,2021-01-20 00:00:00
8954,10020665,63,9,5,2,3,<blank>,NULL,3.00,MGT 2301,B,59,2021-01-20 00:00:00
8955,10020665,63,9,5,2,3,<blank>,NULL,2.30,MGT 2302,C+,54,2021-01-20 00:00:00
8956,10020665,63,9,5,2,3,<blank>,NULL,3.00,MGT 2303,B,59,2021-01-20 00:00:00
8957,10020665,63,9,5,2,3,<blank>,NULL,3.00,MGT 2305,B,56,2021-01-20 00:00:00
8958,10020665,63,9,5,2,3,<blank>,NULL,3.30,MGT 2306,B+,64,2021-01-20 00:00:00
8959,10020665,63,9,5,2,3,<blank>,NULL,3.70,MGT 2307,A-,67,2021-01-20 00:00:00
8960,10020665,63,9,5,2,3,<blank>,NULL,3.30,MGT 2308,B+,61,2021-01-20 00:00:00
8961,10020665,63,9,5,2,3,<blank>,NULL,3.00,MGT 2309,B,58,2021-01-20 00:00:00
8962,10020665,63,9,5,3,3,<blank>,NULL,2.30,ACT 3301,C+,46,2021-01-20 00:00:00
8963,10020665,63,9,5,3,3,R,NULL,2.00,ACT 3302,C,71,2021-01-20 00:00:00
8964,10020665,63,9,5,3,3,<blank>,NULL,3.30,ACT 3303,B+,60,2021-01-20 00:00:00
8965,10020665,63,9,5,3,3,<blank>,NULL,3.70,ACT 3304,A-,69,2021-01-20 00:00:00
8966,10020665,63,9,5,3,3,<blank>,NULL,3.30,ACT 3305,B+,60,2021-01-20 00:00:00
8967,10020665,63,9,5,3,3,<blank>,NULL,2.30,ACT 3306,C+,50,2021-01-20 00:00:00
8968,10020665,63,9,5,3,3,<blank>,NULL,2.30,MGT 3301,C+,45,2021-01-20 00:00:00
8969,10020665,63,9,5,3,3,<blank>,NULL,4.00,MGT 3302,A,84,2021-01-20 00:00:00
8970,10020665,63,9,5,3,3,<blank>,NULL,2.30,MGT 3304,C+,53,2021-01-20 00:00:00
8971,10020665,63,9,5,3,3,<blank>,NULL,4.00,MGT 3305,A,74,2021-01-20 00:00:00
8972,10020665,63,9,5,4,3,<blank>,NULL,4.00,ACT 4303,A,72,2021-01-20 00:00:00
8973,10020665,63,9,5,4,3,<blank>,NULL,2.00,ACT 4304,B,57,2021-01-20 00:00:00
8974,10020665,63,9,5,4,3,<blank>,NULL,3.30,ACT 4305,B+,64,2021-01-20 00:00:00
8975,10020665,63,9,5,4,3,<blank>,NULL,2.30,ACT 4306,C+,53,2021-01-20 00:00:00
8976,10020665,63,9,5,4,4,<blank>,NULL,3.30,ACT 4401,B+,64,2021-01-20 00:00:00
8977,10020665,63,9,5,4,4,<blank>,NULL,3.70,ACT 4402,A-,66,2021-01-20 00:00:00
8978,10020665,63,9,5,4,4,<blank>,NULL,2.30,MGT 4401,C+,46,2021-01-20 00:00:00
8979,10020665,63,9,5,4,6,<blank>,NULL,3.00,MGT 4602,B,55,2021-01-20 00:00:00
8980,10020668,63,9,5,1,3,<blank>,NULL,2.30,MGT 1301,C+,53,2021-01-20 00:00:00
8981,10020668,63,9,5,1,3,<blank>,NULL,3.00,MGT 1302,B,56,2021-01-20 00:00:00
8982,10020668,63,9,5,1,3,<blank>,NULL,4.00,MGT 1303,A,75,2021-01-20 00:00:00
8983,10020668,63,9,5,1,3,<blank>,NULL,4.00,MGT 1304,A,71,2021-01-20 00:00:00
8984,10020668,63,9,5,1,3,<blank>,NULL,4.00,MGT 1305,A,75,2021-01-20 00:00:00
8985,10020668,63,9,5,1,3,<blank>,NULL,4.00,MGT 1306,A,73,2021-01-20 00:00:00
8986,10020668,63,9,5,1,3,<blank>,NULL,3.70,MGT 1307,A-,69,2021-01-20 00:00:00
8987,10020668,63,9,5,1,3,<blank>,NULL,3.30,MGT 1308,B+,60,2021-01-20 00:00:00
8988,10020668,63,9,5,1,3,<blank>,NULL,4.00,MGT 1309,A+,86,2021-01-20 00:00:00
8989,10020668,63,9,5,1,3,<blank>,NULL,4.00,MGT 1310,A,72,2021-01-20 00:00:00
8990,10020668,63,9,5,2,3,<blank>,NULL,4.00,ACT 2301,A,71,2021-01-20 00:00:00
8991,10020668,63,9,5,2,3,<blank>,NULL,3.00,ACT 2302,B,55,2021-01-20 00:00:00
8992,10020668,63,9,5,2,3,<blank>,NULL,4.00,MGT 2301,A,72,2021-01-20 00:00:00
8993,10020668,63,9,5,2,3,<blank>,NULL,3.70,MGT 2302,A-,65,2021-01-20 00:00:00
8994,10020668,63,9,5,2,3,<blank>,NULL,3.00,MGT 2303,B,58,2021-01-20 00:00:00
8995,10020668,63,9,5,2,3,<blank>,NULL,3.70,MGT 2305,A-,67,2021-01-20 00:00:00
8996,10020668,63,9,5,2,3,<blank>,NULL,4.00,MGT 2306,A,80,2021-01-20 00:00:00
8997,10020668,63,9,5,2,3,<blank>,NULL,3.00,MGT 2307,B,58,2021-01-20 00:00:00
8998,10020668,63,9,5,2,3,<blank>,NULL,3.70,MGT 2308,A-,67,2021-01-20 00:00:00
8999,10020668,63,9,5,2,3,<blank>,NULL,3.30,MGT 2309,B+,63,2021-01-20 00:00:00
9000,10020668,63,9,5,3,3,<blank>,NULL,3.30,ACT 3301,B+,64,2021-01-20 00:00:00
9001,10020668,63,9,5,3,3,<blank>,NULL,2.30,ACT 3302,C+,45,2021-01-20 00:00:00
9002,10020668,63,9,5,3,3,<blank>,NULL,3.00,ACT 3303,B,55,2021-01-20 00:00:00
9003,10020668,63,9,5,3,3,<blank>,NULL,3.30,ACT 3304,B+,63,2021-01-20 00:00:00
9004,10020668,63,9,5,3,3,<blank>,NULL,3.70,ACT 3305,A-,69,2021-01-20 00:00:00
9005,10020668,63,9,5,3,3,<blank>,NULL,4.00,ACT 3306,A,77,2021-01-20 00:00:00
9006,10020668,63,9,5,3,3,<blank>,NULL,3.00,MGT 3301,B,59,2021-01-20 00:00:00
9007,10020668,63,9,5,3,3,<blank>,NULL,4.00,MGT 3302,A+,85,2021-01-20 00:00:00
9008,10020668,63,9,5,3,3,<blank>,NULL,3.30,MGT 3304,B+,61,2021-01-20 00:00:00
9009,10020668,63,9,5,3,3,<blank>,NULL,3.70,MGT 3305,A-,68,2021-01-20 00:00:00
9010,10020668,63,9,5,4,3,<blank>,NULL,3.70,ACT 4303,A-,67,2021-01-20 00:00:00
9011,10020668,63,9,5,4,3,<blank>,NULL,3.00,ACT 4304,B,56,2021-01-20 00:00:00
9012,10020668,63,9,5,4,3,<blank>,NULL,3.70,ACT 4305,A-,66,2021-01-20 00:00:00
9013,10020668,63,9,5,4,3,<blank>,NULL,3.30,ACT 4306,B+,60,2021-01-20 00:00:00
9014,10020668,63,9,5,4,4,<blank>,NULL,3.30,ACT 4401,B+,62,2021-01-20 00:00:00
9015,10020668,63,9,5,4,4,<blank>,NULL,3.30,ACT 4402,B+,61,2021-01-20 00:00:00
9016,10020668,63,9,5,4,4,<blank>,NULL,3.00,MGT 4401,B,59,2021-01-20 00:00:00
9017,10020668,63,9,5,4,6,<blank>,NULL,3.30,MGT 4602,B+,61,2021-01-20 00:00:00
9018,10020672,63,9,5,1,3,<blank>,NULL,3.70,MGT 1301,A-,67,2021-01-20 00:00:00
9019,10020672,63,9,5,1,3,<blank>,NULL,3.70,MGT 1302,A-,66,2021-01-20 00:00:00
9020,10020672,63,9,5,1,3,<blank>,NULL,4.00,MGT 1303,A,73,2021-01-20 00:00:00
9021,10020672,63,9,5,1,3,<blank>,NULL,4.00,MGT 1304,A,78,2021-01-20 00:00:00
9022,10020672,63,9,5,1,3,<blank>,NULL,3.70,MGT 1305,A-,67,2021-01-20 00:00:00
9023,10020672,63,9,5,1,3,<blank>,NULL,4.00,MGT 1306,A,75,2021-01-20 00:00:00
9024,10020672,63,9,5,1,3,<blank>,NULL,3.70,MGT 1307,A-,69,2021-01-20 00:00:00
9025,10020672,63,9,5,1,3,<blank>,NULL,3.70,MGT 1308,A-,65,2021-01-20 00:00:00
9026,10020672,63,9,5,1,3,<blank>,NULL,4.00,MGT 1309,A,84,2021-01-20 00:00:00
9027,10020672,63,9,5,1,3,<blank>,NULL,3.30,MGT 1310,B+,64,2021-01-20 00:00:00
9028,10020672,63,9,5,2,3,<blank>,NULL,4.00,ACT 2301,A,78,2021-01-20 00:00:00
9029,10020672,63,9,5,2,3,<blank>,NULL,4.00,ACT 2302,A,74,2021-01-20 00:00:00
9030,10020672,63,9,5,2,3,<blank>,NULL,3.70,MGT 2301,A-,69,2021-01-20 00:00:00
9031,10020672,63,9,5,2,3,<blank>,NULL,3.70,MGT 2302,A-,65,2021-01-20 00:00:00
9032,10020672,63,9,5,2,3,<blank>,NULL,4.00,MGT 2303,A,73,2021-01-20 00:00:00
9033,10020672,63,9,5,2,3,<blank>,NULL,4.00,MGT 2305,A,72,2021-01-20 00:00:00
9034,10020672,63,9,5,2,3,<blank>,NULL,3.00,MGT 2306,B,57,2021-01-20 00:00:00
9035,10020672,63,9,5,2,3,<blank>,NULL,3.70,MGT 2307,A-,67,2021-01-20 00:00:00
9036,10020672,63,9,5,2,3,<blank>,NULL,3.70,MGT 2308,A-,68,2021-01-20 00:00:00
9037,10020672,63,9,5,2,3,<blank>,NULL,3.70,MGT 2309,A-,66,2021-01-20 00:00:00
9038,10020672,63,9,5,3,3,<blank>,NULL,3.30,ACT 3301,B+,61,2021-01-20 00:00:00
9039,10020672,63,9,5,3,3,<blank>,NULL,2.30,ACT 3302,C+,49,2021-01-20 00:00:00
9040,10020672,63,9,5,3,3,<blank>,NULL,3.00,ACT 3303,B,59,2021-01-20 00:00:00
9041,10020672,63,9,5,3,3,<blank>,NULL,2.30,ACT 3304,C+,46,2021-01-20 00:00:00
9042,10020672,63,9,5,3,3,<blank>,NULL,3.70,ACT 3305,A-,66,2021-01-20 00:00:00
9043,10020672,63,9,5,3,3,<blank>,NULL,4.00,ACT 3306,A,76,2021-01-20 00:00:00
9044,10020672,63,9,5,3,3,<blank>,NULL,3.70,MGT 3301,A-,66,2021-01-20 00:00:00
9045,10020672,63,9,5,3,3,<blank>,NULL,4.00,MGT 3302,A+,93,2021-01-20 00:00:00
9046,10020672,63,9,5,3,3,<blank>,NULL,3.70,MGT 3304,A-,68,2021-01-20 00:00:00
9047,10020672,63,9,5,3,3,<blank>,NULL,4.00,MGT 3305,A,70,2021-01-20 00:00:00
9048,10020672,63,9,5,4,3,<blank>,NULL,4.00,ACT 4303,A,70,2021-01-20 00:00:00
9049,10020672,63,9,5,4,3,<blank>,NULL,3.30,ACT 4304,B+,60,2021-01-20 00:00:00
9050,10020672,63,9,5,4,3,<blank>,NULL,3.70,ACT 4305,A-,66,2021-01-20 00:00:00
9051,10020672,63,9,5,4,3,<blank>,NULL,4.00,ACT 4306,A,71,2021-01-20 00:00:00
9052,10020672,63,9,5,4,4,<blank>,NULL,3.70,ACT 4401,A-,65,2021-01-20 00:00:00
9053,10020672,63,9,5,4,4,<blank>,NULL,3.70,ACT 4402,A-,66,2021-01-20 00:00:00
9054,10020672,63,9,5,4,4,<blank>,NULL,2.30,MGT 4401,C+,51,2021-01-20 00:00:00
9055,10020672,63,9,5,4,6,<blank>,NULL,2.30,MGT 4602,C+,49,2021-01-20 00:00:00
9056,10020676,63,9,5,1,3,<blank>,NULL,2.00,MGT 1301,C,40,2021-01-20 00:00:00
9057,10020676,63,9,5,1,3,<blank>,NULL,2.00,MGT 1302,C,40,2021-01-20 00:00:00
9058,10020676,63,9,5,1,3,<blank>,NULL,3.00,MGT 1303,B,55,2021-01-20 00:00:00
9059,10020676,63,9,5,1,3,<blank>,NULL,2.00,MGT 1304,C,41,2021-01-20 00:00:00
9060,10020676,63,9,5,1,3,<blank>,NULL,2.30,MGT 1305,C+,54,2021-01-20 00:00:00
9061,10020676,63,9,5,1,3,<blank>,NULL,2.30,MGT 1306,C+,49,2021-01-20 00:00:00
9062,10020676,63,9,5,1,3,<blank>,NULL,3.30,MGT 1307,B+,60,2021-01-20 00:00:00
9063,10020676,63,9,5,1,3,<blank>,NULL,2.30,MGT 1308,C+,50,2021-01-20 00:00:00
9064,10020676,63,9,5,1,3,<blank>,NULL,3.30,MGT 1309,B+,64,2021-01-20 00:00:00
9065,10020676,63,9,5,1,3,<blank>,NULL,1.30,MGT 1310,D+,35,2021-01-20 00:00:00
9066,10020676,63,9,5,2,3,R,NULL,2.00,ACT 2301,C,61,2021-01-20 00:00:00
9067,10020676,63,9,5,2,3,<blank>,NULL,2.30,ACT 2302,C+,45,2021-01-20 00:00:00
9068,10020676,63,9,5,2,3,<blank>,NULL,2.30,MGT 2301,C+,53,2021-01-20 00:00:00
9069,10020676,63,9,5,2,3,R,NULL,2.00,MGT 2302,C,41,2021-01-20 00:00:00
9070,10020676,63,9,5,2,3,R,NULL,2.00,MGT 2303,C,41,2021-01-20 00:00:00
9071,10020676,63,9,5,2,3,<blank>,NULL,3.00,MGT 2305,B,55,2021-01-20 00:00:00
9072,10020676,63,9,5,2,3,R,NULL,2.00,MGT 2306,C,49,2021-01-20 00:00:00
9073,10020676,63,9,5,2,3,<blank>,NULL,2.00,MGT 2307,C,44,2021-01-20 00:00:00
9074,10020676,63,9,5,2,3,<blank>,NULL,2.30,MGT 2308,C+,50,2021-01-20 00:00:00
9075,10020676,63,9,5,2,3,<blank>,NULL,3.00,MGT 2309,B,55,2021-01-20 00:00:00
9076,10020676,63,9,5,3,3,<blank>,NULL,2.00,ACT 3301,C,41,2021-01-20 00:00:00
9077,10020676,63,9,5,3,3,R,NULL,2.00,ACT 3302,C,72,2021-01-20 00:00:00
9078,10020676,63,9,5,3,3,R,NULL,2.00,ACT 3303,C,49,2021-01-20 00:00:00
9079,10020676,63,9,5,3,3,<blank>,NULL,2.30,ACT 3304,C+,49,2021-01-20 00:00:00
9080,10020676,63,9,5,3,3,R,NULL,2.00,ACT 3305,C,79,2021-01-20 00:00:00
9081,10020676,63,9,5,3,3,<blank>,NULL,2.00,ACT 3306,C,44,2021-01-20 00:00:00
